county,fe_county
6073,0.01700512437221051
6019,0.016949145150513774
6067,0.017165806024496133
6037,0.01726272542003128
6071,0.01691665017299722
6055,0.01645346317144812
6013,0.018074584517909515
6065,0.017578379027105205
6059,0.017064593637783742
6107,0.01644486313351477
6085,0.01834242823584386
6077,0.017134062147540704
6017,0.01668785127154019
6075,0.018062137652665726
6095,0.017119426646745494
6061,0.017725383411147752
6083,0.016617717553318933
6111,0.01697512962222012
0,0.016282440573213184
6081,0.017935608428441507
6029,0.017844389429275215
6001,0.018165890337429758
6099,0.016665896026563116
6079,0.016464427563336746
6007,0.016436092781781927
6041,0.018146479795556097
6023,0.015997852552509885
6097,0.016815736635313067
6087,0.01673558256242633
6089,0.016183174534228763
6113,0.017329321903020965
6047,0.016351696157273183
6039,0.015950883557020498
6025,0.01749551560447523
6053,0.01653842027658999
6031,0.017298093439177556
