STATEFIPS,PUMA,COUNTYFIPS2
8,4101,41
8,4101,119
8,4102,41
8,4103,41
8,4104,41
8,4105,41
8,4106,41
9,100,1
9,101,1
9,102,1
9,103,1
9,104,1
9,105,1
9,300,3
9,301,3
9,302,3
9,303,3
9,304,3
9,305,3
9,306,3
9,500,5
9,700,7
9,900,9
9,901,9
9,902,9
9,903,9
9,904,9
9,905,9
9,906,9
9,1100,11
9,1101,11
9,1300,13
9,1500,15
10,101,3
10,102,3
10,103,3
10,104,3
10,200,1
10,300,5
11,101,1
11,102,1
11,103,1
11,104,1
11,105,1
12,101,1
12,102,1
12,500,5
12,500,59
12,500,131
12,500,133
12,901,9
12,902,9
12,903,9
12,904,9
12,1101,11
12,1102,11
12,1103,11
12,1104,11
12,1105,11
12,1106,11
12,1107,11
12,1108,11
12,1109,11
12,1110,11
12,1111,11
12,1112,11
12,1113,11
12,1114,11
12,1500,15
12,1701,17
12,1900,19
12,2101,21
12,2102,21
12,2103,21
12,2300,7
12,2300,23
12,2300,29
12,2300,41
12,2300,75
12,2300,125
12,2700,27
12,2700,49
12,2700,55
12,3101,31
12,3102,31
12,3103,31
12,3104,31
12,3105,31
12,3106,31
12,3107,31
12,3301,33
12,3302,33
12,3500,35
12,3500,127
12,5301,53
12,5701,57
12,5702,57
12,5703,57
12,5704,57
12,5705,57
12,5706,57
12,5707,57
12,5708,57
12,6100,61
12,6300,13
12,6300,37
12,6300,39
12,6300,45
12,6300,63
12,6300,65
12,6300,77
12,6300,129
12,6901,69
12,6902,69
12,6902,119
12,6903,69
12,6903,119
12,7101,71
12,7102,71
12,7103,71
12,7104,71
12,7105,71
12,7300,73
12,7301,73
12,8101,81
12,8102,81
12,8103,81
12,8301,83
12,8302,83
12,8303,83
12,8500,85
12,8601,86
12,8602,86
12,8603,86
12,8604,86
12,8605,86
12,8606,86
12,8607,86
12,8608,86
12,8609,86
12,8610,86
12,8611,86
12,8612,86
12,8613,86
12,8614,86
12,8615,86
12,8616,86
12,8617,86
12,8618,86
12,8619,86
12,8620,86
12,8621,86
12,8622,86
12,8623,86
12,8624,86
12,8700,86
12,8700,87
12,8900,3
12,8900,89
12,9100,91
12,9300,43
12,9300,51
12,9300,55
12,9300,93
12,9501,95
12,9502,95
12,9503,95
12,9504,95
12,9505,95
12,9506,95
12,9507,95
12,9508,95
12,9509,95
12,9510,95
12,9701,97
12,9702,97
12,9901,99
12,9902,99
12,9903,99
12,9904,99
12,9905,99
12,9906,99
12,9907,99
12,9908,99
12,9909,99
12,9910,99
12,9911,99
12,10101,101
12,10102,101
12,10103,101
12,10104,101
12,10301,103
12,10302,103
12,10303,103
12,10304,103
12,10305,103
12,10306,103
12,10307,103
12,10308,103
12,10501,105
12,10502,105
12,10503,105
12,10504,105
12,10700,107
12,10700,109
12,10900,109
12,11101,111
12,11102,111
12,11300,113
12,11501,115
12,11502,115
12,11503,115
12,11701,117
12,11702,117
12,11703,117
12,11704,117
12,12100,47
12,12100,67
12,12100,79
12,12100,121
12,12100,123
12,12701,127
12,12702,127
12,12703,127
12,12704,127
13,100,39
13,100,127
13,100,191
13,200,29
13,200,179
13,200,183
13,300,31
13,300,103
13,300,251
13,401,51
13,402,51
13,500,3
13,500,5
13,500,25
13,500,49
13,500,65
13,500,69
13,500,101
13,500,173
13,500,229
13,500,299
13,600,185
13,700,17
13,700,19
13,700,27
13,700,75
13,700,155
13,700,277
13,700,287
13,800,71
13,800,275
13,800,321
13,900,95
13,900,177
13,1001,121
13,1002,121
13,1003,121
13,1004,121
13,1005,121
13,1006,121
13,1007,89
13,1007,121
13,1008,89
13,1100,7
13,1100,37
13,1100,87
13,1100,99
13,1100,131
13,1100,201
13,1100,205
13,1100,253
13,1100,273
13,1200,1
13,1200,109
13,1200,161
13,1200,209
13,1200,267
13,1200,271
13,1200,279
13,1200,305
13,1200,309
13,1300,23
13,1300,43
13,1300,91
13,1300,107
13,1300,167
13,1300,175
13,1300,283
13,1300,315
13,1400,21
13,1500,153
13,1500,235
13,1600,9
13,1600,79
13,1600,169
13,1600,207
13,1600,225
13,1600,237
13,1600,289
13,1600,319
13,1700,53
13,1700,215
13,1800,61
13,1800,81
13,1800,93
13,1800,145
13,1800,193
13,1800,197
13,1800,239
13,1800,243
13,1800,249
13,1800,259
13,1800,261
13,1800,263
13,1800,269
13,1800,307
13,1900,35
13,1900,171
13,1900,231
13,1900,255
13,1900,293
13,2001,89
13,2002,89
13,2003,89
13,2004,89
13,2100,77
13,2200,149
13,2200,199
13,2200,285
13,2300,45
13,2400,113
13,2500,115
13,2500,143
13,2500,233
13,2600,47
13,2600,55
13,2600,83
13,2600,295
13,2700,313
13,2800,111
13,2800,123
13,2800,129
13,2800,213
13,2800,227
13,2900,15
13,3001,67
13,3002,67
13,3003,67
13,3004,67
13,3005,67
13,3101,57
13,3102,57
13,3200,85
13,3200,187
13,3200,241
13,3200,281
13,3200,291
13,3200,311
13,3300,117
13,3400,139
13,3500,11
13,3500,119
13,3500,137
13,3500,147
13,3500,257
13,3600,59
13,3700,105
13,3700,133
13,3700,195
13,3700,219
13,3700,221
13,3800,13
13,3800,157
13,3900,159
13,3900,211
13,3900,297
13,4000,245
13,4001,135
13,4002,135
13,4003,135
13,4004,135
13,4005,135
13,4006,135
13,4100,73
13,4200,33
13,4200,125
13,4200,141
13,4200,163
13,4200,165
13,4200,181
13,4200,189
13,4200,265
13,4200,301
13,4200,303
13,4200,317
13,4300,217
13,4300,247
13,4400,97
13,4500,223
13,4600,121
13,5001,63
13,5002,63
13,6001,151
13,6002,151
15,100,5
15,100,7
15,100,9
15,200,1
15,301,3
15,302,3
15,303,3
15,304,3
15,305,3
15,306,3
15,307,3
15,308,3
16,100,9
16,100,17
16,100,21
16,100,55
16,100,57
16,100,79
16,200,55
16,300,3
16,300,15
16,300,23
16,300,33
16,300,35
16,300,37
16,300,49
16,300,59
16,300,61
16,300,69
16,300,85
16,400,1
16,400,27
16,400,45
16,400,75
16,400,87
16,500,27
16,500,73
16,600,1
16,600,27
16,701,1
16,702,1
16,800,1
16,900,31
16,900,83
16,1000,13
16,1000,25
16,1000,39
16,1000,47
16,1000,53
16,1000,63
16,1000,67
16,1100,11
16,1100,43
16,1100,51
16,1100,65
16,1100,81
16,1200,19
16,1300,5
16,1300,7
16,1300,11
16,1300,29
16,1300,41
16,1300,71
16,1300,77
17,104,15
17,104,85
17,104,103
17,104,195
17,105,161
17,202,57
17,202,67
17,202,71
17,202,73
17,202,109
17,202,131
17,202,187
17,300,1
17,300,9
17,300,125
17,300,149
17,300,169
17,401,13
17,401,17
17,401,61
17,401,83
17,401,117
17,401,137
17,401,171
17,501,5
17,501,27
17,501,49
17,501,51
17,501,135
17,600,29
17,600,35
17,600,41
17,600,45
17,700,23
17,700,25
17,700,33
17,700,79
17,700,101
17,700,159
17,700,191
17,800,3
17,800,47
17,800,59
17,800,65
17,800,69
17,800,87
17,800,127
17,800,151
17,800,153
17,800,165
17,800,181
17,800,185
17,800,193
17,900,55
17,900,77
17,900,145
17,900,199
17,1001,81
17,1001,121
17,1001,133
17,1001,157
17,1001,189
17,1104,163
17,1105,163
17,1204,119
17,1205,119
17,1300,167
17,1500,115
17,1602,21
17,1602,39
17,1602,107
17,1602,129
17,1602,139
17,1602,147
17,1602,173
17,1701,143
17,1900,179
17,2000,113
17,2100,19
17,2200,53
17,2200,75
17,2200,105
17,2200,183
17,2300,91
17,2400,99
17,2501,11
17,2501,95
17,2501,123
17,2501,155
17,2501,175
17,2501,203
17,2601,37
17,2700,141
17,2700,177
17,2801,201
17,2901,7
17,2901,201
17,3005,89
17,3007,89
17,3008,89
17,3009,89
17,3102,197
17,3105,197
17,3106,197
17,3107,197
17,3108,197
17,3202,43
17,3203,43
17,3204,43
17,3205,43
17,3207,43
17,3208,43
17,3209,43
17,3306,97
17,3307,97
17,3308,97
17,3309,97
17,3310,97
17,3401,31
17,3407,31
17,3408,31
17,3409,31
17,3410,31
17,3411,31
17,3412,31
17,3413,31
17,3414,31
17,3415,31
17,3416,31
17,3417,31
17,3418,31
17,3419,31
17,3420,31
17,3421,31
17,3422,31
17,3501,31
17,3502,31
17,3503,31
17,3504,31
17,3520,31
17,3521,31
17,3522,31
17,3523,31
17,3524,31
17,3525,31
17,3526,31
17,3527,31
17,3528,31
17,3529,31
17,3530,31
17,3531,31
17,3532,31
17,3601,111
17,3602,111
17,3700,63
17,3700,93
18,101,89
18,102,89
18,103,89
18,104,89
18,200,127
18,300,91
18,401,141
18,402,141
18,500,39
18,600,33
18,600,87
18,600,113
18,600,151
18,700,49
18,700,73
18,700,111
18,700,131
18,700,149
18,800,85
18,800,99
18,900,1
18,900,69
18,900,179
18,900,183
18,1001,3
18,1002,3
18,1003,3
18,1100,7
18,1100,15
18,1100,23
18,1100,107
18,1100,181
18,1200,157
18,1300,17
18,1300,67
18,1300,159
18,1400,53
18,1400,103
18,1400,169
18,1500,9
18,1500,65
18,1500,75
18,1500,135
18,1600,21
18,1600,45
18,1600,121
18,1600,153
18,1600,165
18,1600,171
18,1700,167
18,1801,11
18,1801,57
18,1802,57
18,1803,57
18,1900,95
18,2000,35
18,2100,13
18,2100,109
18,2100,133
18,2200,63
18,2301,97
18,2302,97
18,2303,97
18,2304,97
18,2305,97
18,2306,97
18,2307,97
18,2400,81
18,2500,59
18,2500,145
18,2600,41
18,2600,139
18,2600,161
18,2600,177
18,2700,27
18,2700,55
18,2700,93
18,2700,101
18,2700,117
18,2700,119
18,2800,105
18,2900,5
18,2900,71
18,3000,31
18,3000,77
18,3000,79
18,3000,143
18,3100,29
18,3100,47
18,3100,115
18,3100,137
18,3100,155
18,3200,51
18,3200,129
18,3200,173
18,3300,163
18,3400,25
18,3400,37
18,3400,83
18,3400,123
18,3400,125
18,3400,147
18,3500,43
18,3500,61
18,3500,175
18,3600,19
19,100,41
19,100,59
19,100,63
19,100,119
19,100,141
19,100,143
19,100,147
19,100,167
19,200,33
19,200,67
19,200,81
19,200,109
19,200,131
19,200,189
19,200,195
19,400,5
19,400,17
19,400,37
19,400,43
19,400,65
19,400,89
19,400,191
19,500,13
19,600,23
19,600,69
19,600,75
19,600,79
19,600,83
19,600,91
19,600,187
19,600,197
19,700,19
19,700,55
19,700,61
19,700,97
19,800,31
19,800,45
19,800,105
19,800,139
19,900,163
19,1000,113
19,1100,103
19,1200,11
19,1200,95
19,1200,127
19,1200,157
19,1200,171
19,1300,15
19,1300,169
19,1400,49
19,1400,99
19,1400,121
19,1400,125
19,1400,181
19,1500,49
19,1500,153
19,1600,153
19,1700,153
19,1800,1
19,1800,3
19,1800,7
19,1800,9
19,1800,39
19,1800,53
19,1800,77
19,1800,117
19,1800,135
19,1800,159
19,1800,173
19,1800,175
19,1800,185
19,1900,21
19,1900,25
19,1900,27
19,1900,35
19,1900,47
19,1900,73
19,1900,93
19,1900,133
19,1900,151
19,1900,161
19,2000,149
19,2000,193
19,2100,29
19,2100,71
19,2100,85
19,2100,129
19,2100,137
19,2100,145
19,2100,155
19,2100,165
19,2200,51
19,2200,101
19,2200,107
19,2200,123
19,2200,177
19,2200,179
19,2200,183
19,2300,57
19,2300,87
19,2300,111
19,2300,115
20,100,23
20,100,39
20,100,51
20,100,63
20,100,65
20,100,71
20,100,101
20,100,109
20,100,135
20,100,137
20,100,141
20,100,147
20,100,153
20,100,163
20,100,167
20,100,171
20,100,179
20,100,181
20,100,183
20,100,193
20,100,195
20,100,199
20,100,203
20,200,27
20,200,29
20,200,41
20,200,53
20,200,89
20,200,105
20,200,117
20,200,123
20,200,131
20,200,143
20,200,157
20,200,169
20,200,201
20,300,61
20,300,149
20,300,161
20,400,5
20,400,43
20,400,87
20,400,103
20,500,209
20,601,91
20,602,91
20,603,91
20,604,91
20,700,45
20,801,177
20,802,13
20,802,85
20,802,139
20,802,177
20,802,197
20,900,17
20,900,19
20,900,31
20,900,35
20,900,49
20,900,73
20,900,111
20,900,115
20,900,127
20,900,205
20,900,207
20,1000,113
20,1000,155
20,1000,159
20,1100,7
20,1100,9
20,1100,33
20,1100,35
20,1100,47
20,1100,77
20,1100,95
20,1100,97
20,1100,145
20,1100,151
20,1100,165
20,1100,185
20,1100,191
20,1200,25
20,1200,55
20,1200,57
20,1200,67
20,1200,69
20,1200,75
20,1200,81
20,1200,83
20,1200,93
20,1200,119
20,1200,129
20,1200,175
20,1200,187
20,1200,189
20,1301,79
20,1301,173
20,1302,15
20,1302,173
20,1303,173
20,1304,15
20,1304,173
20,1400,1
20,1400,3
20,1400,11
20,1400,59
20,1400,107
20,1400,121
20,1500,21
20,1500,37
20,1500,99
20,1500,125
20,1500,133
21,100,7
21,100,35
21,100,39
21,100,75
21,100,83
21,100,105
21,100,145
21,100,157
21,200,33
21,200,55
21,200,107
21,200,139
21,200,177
21,300,47
21,300,143
21,300,219
21,300,221
21,400,3
21,400,9
21,400,31
21,400,61
21,400,99
21,400,141
21,400,169
21,400,171
21,400,213
21,500,227
21,600,1
21,600,45
21,600,53
21,600,57
21,600,87
21,600,207
21,600,217
21,700,147
21,700,199
21,700,231
21,800,51
21,800,109
21,800,125
21,800,203
21,900,13
21,900,95
21,900,121
21,900,235
21,1000,25
21,1000,119
21,1000,129
21,1000,131
21,1000,133
21,1000,189
21,1000,193
21,1000,237
21,1100,71
21,1100,115
21,1100,153
21,1100,159
21,1100,195
21,1200,93
21,1200,123
21,1200,155
21,1200,179
21,1200,229
21,1300,27
21,1300,85
21,1300,93
21,1300,163
21,1400,101
21,1400,149
21,1400,183
21,1400,225
21,1400,233
21,1500,59
21,1500,91
21,1600,29
21,1600,211
21,1600,215
21,1701,111
21,1702,111
21,1703,111
21,1704,111
21,1705,111
21,1706,111
21,1800,103
21,1800,185
21,1800,211
21,1800,223
21,1901,67
21,1902,67
21,2000,5
21,2000,73
21,2000,167
21,2000,239
21,2100,21
21,2100,79
21,2100,113
21,2100,137
21,2200,65
21,2200,151
21,2200,197
21,2300,17
21,2300,49
21,2300,97
21,2300,181
21,2300,209
21,2400,117
21,2500,15
21,2600,37
21,2600,41
21,2600,77
21,2600,81
21,2600,187
21,2600,191
21,2700,11
21,2700,23
21,2700,69
21,2700,135
21,2700,161
21,2700,165
21,2700,173
21,2700,175
21,2700,201
21,2700,205
21,2800,19
21,2800,43
21,2800,63
21,2800,89
21,2800,127
22,100,17
22,101,17
22,200,15
22,200,119
22,300,13
22,300,27
22,300,31
22,300,61
22,300,69
22,300,81
22,300,85
22,400,73
22,500,21
22,500,35
22,500,41
22,500,49
22,500,65
22,500,67
22,500,83
22,500,107
22,500,111
22,500,123
22,600,9
22,600,25
22,600,29
22,600,43
22,600,59
22,600,127
22,700,79
22,700,115
22,800,3
22,800,11
22,800,19
22,900,19
22,900,23
22,900,53
22,1000,39
22,1000,97
22,1100,1
22,1100,113
22,1200,55
22,1201,55
22,1300,45
22,1300,99
22,1300,101
22,1400,37
22,1400,47
22,1400,77
22,1400,121
22,1400,125
22,1500,33
22,1501,33
22,1502,33
22,1600,5
22,1700,63
22,1700,91
22,1800,105
22,1800,117
22,1900,89
22,1900,93
22,1900,95
22,2000,7
22,2000,57
22,2100,109
22,2200,103
22,2201,103
22,2300,51
22,2301,51
22,2302,51
22,2400,71
22,2401,71
22,2402,71
22,2500,51
22,2500,75
22,2500,87
23,100,3
23,100,29
23,200,7
23,200,17
23,200,21
23,200,25
23,300,19
23,400,11
23,500,9
23,500,13
23,500,15
23,500,27
23,600,1
23,700,5
23,700,23
23,800,5
23,800,31
23,900,5
23,900,31
23,1000,5
24,100,1
24,100,23
24,200,43
24,301,21
24,302,21
24,400,13
24,501,5
24,502,5
24,503,5
24,504,5
24,505,5
24,506,5
24,507,5
24,601,25
24,602,25
24,700,15
24,801,510
24,802,510
24,803,510
24,804,510
24,805,510
24,901,27
24,902,27
24,1001,31
24,1002,31
24,1003,31
24,1004,31
24,1005,31
24,1006,31
24,1007,31
24,1101,33
24,1102,33
24,1103,33
24,1104,33
24,1105,33
24,1106,33
24,1107,33
24,1201,3
24,1202,3
24,1203,3
24,1204,3
24,1300,11
24,1300,19
24,1300,29
24,1300,35
24,1300,41
24,1400,39
24,1400,45
24,1400,47
24,1500,9
24,1500,37
24,1600,17
25,100,3
25,200,11
25,200,15
25,300,27
25,301,27
25,302,27
25,303,27
25,304,27
25,400,17
25,400,27
25,501,17
25,502,17
25,503,17
25,504,17
25,505,17
25,506,17
25,507,17
25,508,17
25,701,9
25,702,9
25,703,9
25,704,9
25,1000,9
25,1000,17
25,1300,9
25,1300,17
25,1400,17
25,1400,27
25,1600,13
25,1600,15
25,1900,13
25,1901,13
25,1902,13
25,2400,17
25,2400,21
25,2400,27
25,2800,9
25,2800,17
25,3301,25
25,3302,25
25,3303,25
25,3304,25
25,3305,25
25,3306,25
25,3400,17
25,3400,21
25,3500,17
25,3500,21
25,3601,21
25,3602,21
25,3603,21
25,3900,21
25,3900,23
25,4000,21
25,4000,23
25,4200,5
25,4200,21
25,4301,5
25,4301,23
25,4302,5
25,4303,5
25,4500,5
25,4700,1
25,4800,1
25,4800,7
25,4800,19
25,4901,5
25,4901,23
25,4902,23
25,4903,23
26,100,13
26,100,43
26,100,53
26,100,61
26,100,71
26,100,83
26,100,103
26,100,131
26,200,3
26,200,33
26,200,41
26,200,95
26,200,97
26,200,109
26,200,153
26,300,1
26,300,7
26,300,31
26,300,39
26,300,119
26,300,135
26,300,137
26,300,141
26,400,9
26,400,29
26,400,47
26,400,79
26,400,113
26,400,165
26,500,19
26,500,55
26,500,89
26,500,101
26,600,85
26,600,105
26,600,123
26,600,127
26,700,121
26,801,139
26,802,139
26,900,5
26,1001,81
26,1002,81
26,1003,81
26,1004,81
26,1100,67
26,1100,107
26,1100,117
26,1100,133
26,1200,35
26,1200,57
26,1200,73
26,1300,11
26,1300,51
26,1300,69
26,1300,129
26,1300,143
26,1400,17
26,1400,111
26,1500,145
26,1600,63
26,1600,151
26,1600,157
26,1701,49
26,1701,87
26,1702,49
26,1703,49
26,1704,49
26,1704,155
26,1801,65
26,1802,65
26,1900,37
26,1900,45
26,2000,15
26,2000,25
26,2101,77
26,2102,77
26,2200,23
26,2200,149
26,2300,27
26,2300,159
26,2400,21
26,2500,59
26,2500,91
26,2600,75
26,2701,161
26,2702,161
26,2703,161
26,2800,93
26,2901,125
26,2902,125
26,2903,125
26,2904,125
26,2905,125
26,2906,125
26,2907,125
26,2908,125
26,3001,99
26,3002,99
26,3003,99
26,3004,99
26,3005,99
26,3006,99
26,3100,147
26,3201,163
26,3202,163
26,3203,163
26,3204,163
26,3205,163
26,3206,163
26,3207,163
26,3208,163
26,3209,163
26,3210,163
26,3211,163
26,3212,163
26,3213,163
26,3300,115
27,100,27
27,100,69
27,100,89
27,100,107
27,100,113
27,100,119
27,100,125
27,100,135
27,200,5
27,200,7
27,200,29
27,200,57
27,200,77
27,200,87
27,300,1
27,300,17
27,300,21
27,300,61
27,400,17
27,400,31
27,400,71
27,400,75
27,400,137
27,500,137
27,600,25
27,600,59
27,600,65
27,600,95
27,600,115
27,700,35
27,700,97
27,700,153
27,700,159
27,800,11
27,800,41
27,800,51
27,800,111
27,800,121
27,800,149
27,800,151
27,800,155
27,800,167
27,900,145
27,1000,9
27,1000,141
27,1101,3
27,1102,3
27,1103,3
27,1201,163
27,1202,163
27,1301,123
27,1302,123
27,1303,123
27,1304,123
27,1401,53
27,1402,53
27,1403,53
27,1404,53
27,1405,53
27,1406,53
27,1407,53
27,1408,53
27,1409,53
